EmployeeID,Name,Age,Department,JobRole,EducationLevel,City,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,Overtime,PerformanceScore,TrainingHours,ProjectsCompleted,Attrition,PerformanceTarget,PromotionSuitable,TrainingNeed,EmployeeRiskScore
EMP1566,Employee_1566,31,IT,Executive,Master,Haldwani,77086.0,0.2,1,2,Yes,3.58,31.4,5,1,4.19,0,0,76.03
EMP1567,Employee_1567,37,IT,Executive,Master,Dehradun,52258.0,2.5,3,4,No,5.0,50.5,9,1,5.0,1,0,36.5
EMP1568,Employee_1568,27,IT,Developer,Master,Dehradun,18000.0,2.4,3,1,No,4.79,19.6,4,0,4.95,0,0,14.23
EMP1569,Employee_1569,51,Finance,Coordinator,Master,Lucknow,63367.0,9.0,2,2,No,4.65,29.4,6,0,5.0,1,0,32.22
EMP1570,Employee_1570,30,Finance,Coordinator,Bachelor,Haldwani,18000.0,8.6,1,2,Yes,5.0,38.7,5,1,5.0,1,0,83.01
EMP1571,Employee_1571,52,Operations,Manager,Bachelor,Haldwani,84339.0,6.4,1,2,No,4.17,35.6,5,0,4.43,1,0,35.46
EMP1572,Employee_1572,54,HR,Manager,Master,Delhi,55728.0,0.2,5,4,Yes,5.0,19.3,4,0,5.0,1,0,9.34
EMP1573,Employee_1573,48,IT,Developer,Bachelor,Haldwani,73993.0,3.9,5,2,No,5.0,18.7,8,0,4.83,1,0,16.11
EMP1574,Employee_1574,34,Sales,Analyst,Master,Jaipur,32154.0,2.1,5,2,Yes,3.95,43.8,2,0,4.08,0,0,28.18
EMP1575,Employee_1575,59,Sales,Executive,Bachelor,Delhi,18000.0,8.9,3,3,Yes,5.0,46.7,4,0,5.0,1,0,14.51
EMP1576,Employee_1576,48,HR,Developer,Master,Noida,57737.0,10.1,3,4,Yes,5.0,51.2,6,0,5.0,1,0,19.32
EMP1577,Employee_1577,46,Operations,Analyst,Bachelor,Noida,51261.0,9.6,4,1,No,5.0,55.3,4,0,5.0,1,0,19.87
EMP1578,Employee_1578,55,Finance,Analyst,Bachelor,Jaipur,41186.0,2.0,4,5,Yes,5.0,31.9,7,0,4.84,1,0,21.99
EMP1579,Employee_1579,56,Operations,Analyst,Bachelor,Dehradun,53863.0,0.2,3,5,No,4.87,25.6,7,0,4.65,1,0,2.13
EMP1580,Employee_1580,24,Sales,Executive,Bachelor,Noida,112884.0,0.2,2,4,No,3.95,48.9,6,0,4.43,1,0,14.45
EMP1581,Employee_1581,56,Sales,Manager,Master,Lucknow,70360.0,11.2,3,3,No,5.0,40.0,2,0,5.0,1,0,0.0
EMP1582,Employee_1582,51,Operations,Coordinator,Bachelor,Delhi,75089.0,3.5,1,4,Yes,4.73,16.2,8,1,4.87,1,1,56.33
EMP1583,Employee_1583,29,Sales,Specialist,Bachelor,Lucknow,70567.0,2.0,1,3,Yes,3.67,15.5,5,0,3.91,0,1,36.7
EMP1584,Employee_1584,33,Sales,Developer,Bachelor,Lucknow,84548.0,12.1,4,2,No,5.0,36.9,4,0,5.0,1,0,13.39
EMP1585,Employee_1585,51,HR,Developer,Bachelor,Lucknow,47818.0,10.5,5,2,Yes,5.0,27.5,3,1,4.95,1,0,67.53
EMP1586,Employee_1586,29,Operations,Analyst,Master,Haldwani,18000.0,5.3,1,1,No,3.42,29.6,5,0,3.44,0,0,33.39
EMP1587,Employee_1587,39,Marketing,Executive,Bachelor,Lucknow,47851.0,4.0,1,5,No,5.0,45.0,7,0,5.0,1,0,8.77
EMP1588,Employee_1588,48,Sales,Manager,PhD,Lucknow,69858.0,4.6,1,2,No,4.63,40.6,2,0,5.0,1,0,25.38
EMP1589,Employee_1589,47,Operations,Manager,Bachelor,Jaipur,30664.0,6.2,4,2,Yes,4.95,48.6,7,0,4.96,1,0,37.74
EMP1590,Employee_1590,57,Operations,Executive,Master,Noida,48120.0,11.9,2,5,No,5.0,5.0,8,0,5.0,1,1,16.45
EMP1591,Employee_1591,25,Marketing,Developer,Bachelor,Noida,36781.0,7.0,2,3,Yes,4.92,33.5,3,0,5.0,1,0,27.1
EMP1592,Employee_1592,32,Operations,Analyst,Bachelor,Haldwani,85045.0,8.2,1,4,No,2.88,39.7,11,0,3.31,1,1,34.37
EMP1593,Employee_1593,60,IT,Analyst,Master,Dehradun,68488.0,10.1,5,2,Yes,5.0,8.6,5,0,5.0,1,0,35.43
EMP1594,Employee_1594,43,Operations,Specialist,PhD,Jaipur,66334.0,0.3,3,2,No,4.34,20.8,10,0,4.44,1,0,19.67
EMP1595,Employee_1595,30,IT,Manager,Master,Lucknow,65675.0,8.4,4,4,No,5.0,18.2,2,0,5.0,1,1,0.0
EMP1596,Employee_1596,32,Marketing,Manager,Bachelor,Haldwani,51181.0,4.0,4,3,Yes,5.0,30.3,4,1,5.0,1,0,58.17
EMP1597,Employee_1597,34,Finance,Specialist,Bachelor,Dehradun,56346.0,0.2,1,1,Yes,4.21,52.8,11,1,4.51,1,0,84.83
EMP1598,Employee_1598,43,Marketing,Coordinator,Master,Noida,25926.0,0.2,5,5,No,5.0,58.3,8,0,4.96,1,0,0.0
EMP1599,Employee_1599,32,Finance,Specialist,Bachelor,Noida,18000.0,0.9,3,3,Yes,3.93,18.6,5,0,3.9,0,0,9.04
EMP1600,Employee_1600,45,Finance,Manager,Master,Haldwani,55302.0,7.4,4,4,Yes,5.0,37.4,5,0,5.0,1,0,20.27
